cn8,hs12
85423239,854890
85423239,902511
85423239,902519
85423239,902580
85423239,902590
85423239,902610
85423239,902620
85423239,902680
85423239,902690
85423239,903010
85423239,903020
85423239,903031
85423239,903032
85423239,903033
85423239,903039
85423239,903040
85423239,903082
85423239,903084
85423239,903089
85423239,903090
85423239,903110
85423239,903120
85423239,903141
85423239,903149
85423239,903180
85423239,903190
85423239,903210
85423239,903220
85423239,903281
85423239,903289
85423239,903290
85423239,903300
85423239,930510
85423239,930520
85423239,930591
85423239,930599
85423239,930621
85423239,930629
85423239,930630
85423239,930690
85423239,950420
85423239,950430
85423239,950440
85423239,950450
85423239,950490
85423245,842211
85423245,842219
85423245,842220
85423245,842230
85423245,842240
85423245,842290
85423245,843110
85423245,843120
85423245,843131
85423245,843139
85423245,843141
85423245,843142
85423245,843143
85423245,843149
85423245,844311
85423245,844312
85423245,844313
85423245,844314
85423245,844315
85423245,844316
85423245,844317
85423245,844319
85423245,844331
85423245,844332
85423245,844339
85423245,844391
85423245,844399
85423245,845011
85423245,845012
85423245,845019
85423245,845020
85423245,845090
85423245,846610
85423245,846620
85423245,846630
85423245,846691
85423245,846692
85423245,846693
85423245,846694
85423245,847310
85423245,847321
85423245,847329
85423245,847330
85423245,847340
85423245,847350
85423245,847621
85423245,847629
85423245,847681
85423245,847689
85423245,847690
85423245,850410
85423245,850421
85423245,850422
85423245,850423
85423245,850431
85423245,850432
85423245,850433
85423245,850434
85423245,850440
85423245,850450
85423245,850490
85423245,851711
85423245,851712
85423245,851718
85423245,851761
85423245,851762
85423245,851769
85423245,851770
85423245,851810
85423245,851821
85423245,851822
85423245,851829
85423245,851830
85423245,851840
85423245,851850
85423245,851890
85423245,852210
85423245,852290
85423245,852910
85423245,852990
85423245,853010
85423245,853080
85423245,853090
85423245,853110
85423245,853120
85423245,853180
85423245,853190
85423245,853510
85423245,853521
85423245,853529
85423245,853530
85423245,853540
85423245,853590
85423245,853610
85423245,853620
85423245,853630
85423245,853641
85423245,853649
85423245,853650
85423245,853661
85423245,853669
85423245,853670
85423245,853690
85423245,853710
85423245,853720
85423245,853810
85423245,853890
85423245,854232
85423245,854310
85423245,854320
85423245,854330
85423245,854370
85423245,854390
85423245,854810
85423245,854890
85423245,902511
85423245,902519
85423245,902580
85423245,902590
85423245,902610
85423245,902620
85423245,902680
85423245,902690
85423245,903010
85423245,903020
85423245,903031
85423245,903032
85423245,903033
85423245,903039
85423245,903040
85423245,903082
85423245,903084
85423245,903089
85423245,903090
85423245,903110
85423245,903120
85423245,903141
85423245,903149
85423245,903180
85423245,903190
85423245,903210
85423245,903220
85423245,903281
85423245,903289
85423245,903290
85423245,903300
85423245,930510
85423245,930520
85423245,930591
85423245,930599
85423245,930621
85423245,930629
85423245,930630
85423245,930690
85423245,950420
85423245,950430
85423245,950440
85423245,950450
85423245,950490
85423255,842211
85423255,842219
85423255,842220
85423255,842230
85423255,842240
85423255,842290
85423255,843110
85423255,843120
85423255,843131
85423255,843139
85423255,843141
85423255,843142
85423255,843143
85423255,843149
85423255,844311
85423255,844312
85423255,844313
85423255,844314
85423255,844315
85423255,844316
85423255,844317
85423255,844319
85423255,844331
85423255,844332
85423255,844339
85423255,844391
85423255,844399
85423255,845011
85423255,845012
85423255,845019
85423255,845020
85423255,845090
85423255,846610
85423255,846620
85423255,846630
85423255,846691
85423255,846692
85423255,846693
85423255,846694
85423255,847310
85423255,847321
85423255,847329
85423255,847330
85423255,847340
85423255,847350
85423255,847621
85423255,847629
85423255,847681
85423255,847689
85423255,847690
85423255,850410
85423255,850421
85423255,850422
85423255,850423
85423255,850431
85423255,850432
85423255,850433
85423255,850434
85423255,850440
85423255,850450
85423255,850490
85423255,851711
85423255,851712
85423255,851718
85423255,851761
85423255,851762
85423255,851769
85423255,851770
85423255,851810
85423255,851821
85423255,851822
85423255,851829
85423255,851830
85423255,851840
85423255,851850
85423255,851890
85423255,852210
85423255,852290
85423255,852910
85423255,852990
85423255,853010
85423255,853080
85423255,853090
85423255,853110
85423255,853120
85423255,853180
85423255,853190
85423255,853510
85423255,853521
85423255,853529
85423255,853530
85423255,853540
85423255,853590
85423255,853610
85423255,853620
85423255,853630
85423255,853641
85423255,853649
85423255,853650
85423255,853661
85423255,853669
85423255,853670
85423255,853690
85423255,853710
85423255,853720
85423255,853810
85423255,853890
85423255,854232
85423255,854310
85423255,854320
85423255,854330
85423255,854370
85423255,854390
85423255,854810
85423255,854890
85423255,902511
85423255,902519
85423255,902580
85423255,902590
85423255,902610
85423255,902620
85423255,902680
85423255,902690
85423255,903010
85423255,903020
85423255,903031
85423255,903032
85423255,903033
85423255,903039
85423255,903040
85423255,903082
85423255,903084
85423255,903089
85423255,903090
85423255,903110
85423255,903120
85423255,903141
85423255,903149
85423255,903180
85423255,903190
85423255,903210
85423255,903220
85423255,903281
85423255,903289
85423255,903290
85423255,903300
85423255,930510
85423255,930520
85423255,930591
85423255,930599
85423255,930621
85423255,930629
85423255,930630
85423255,930690
85423255,950420
85423255,950430
85423255,950440
85423255,950450
85423255,950490
85423261,842211
85423261,842219
85423261,842220
85423261,842230
85423261,842240
85423261,842290
85423261,843110
85423261,843120
85423261,843131
85423261,843139
85423261,843141
85423261,843142
85423261,843143
85423261,843149
85423261,844311
85423261,844312
85423261,844313
85423261,844314
85423261,844315
85423261,844316
85423261,844317
85423261,844319
85423261,844331
85423261,844332
85423261,844339
85423261,844391
85423261,844399
85423261,845011
85423261,845012
85423261,845019
85423261,845020
85423261,845090
85423261,846610
85423261,846620
85423261,846630
85423261,846691
85423261,846692
85423261,846693
85423261,846694
85423261,847310
85423261,847321
85423261,847329
85423261,847330
85423261,847340
85423261,847350
85423261,847621
85423261,847629
85423261,847681
85423261,847689
85423261,847690
85423261,850410
85423261,850421
85423261,850422
85423261,850423
85423261,850431
85423261,850432
85423261,850433
85423261,850434
85423261,850440
85423261,850450
85423261,850490
85423261,851711
85423261,851712
85423261,851718
85423261,851761
85423261,851762
85423261,851769
85423261,851770
85423261,851810
85423261,851821
85423261,851822
85423261,851829
85423261,851830
85423261,851840
85423261,851850
85423261,851890
85423261,852210
85423261,852290
85423261,852910
85423261,852990
85423261,853010
85423261,853080
85423261,853090
85423261,853110
85423261,853120
85423261,853180
85423261,853190
85423261,853510
85423261,853521
85423261,853529
85423261,853530
85423261,853540
85423261,853590
85423261,853610
85423261,853620
85423261,853630
85423261,853641
85423261,853649
85423261,853650
85423261,853661
85423261,853669
85423261,853670
85423261,853690
85423261,853710
85423261,853720
85423261,853810
85423261,853890
85423261,854232
85423261,854310
85423261,854320
85423261,854330
85423261,854370
85423261,854390
85423261,854810
85423261,854890
85423261,902511
85423261,902519
85423261,902580
85423261,902590
85423261,902610
85423261,902620
85423261,902680
85423261,902690
85423261,903010
85423261,903020
85423261,903031
85423261,903032
85423261,903033
85423261,903039
85423261,903040
85423261,903082
85423261,903084
85423261,903089
85423261,903090
85423261,903110
85423261,903120
85423261,903141
85423261,903149
85423261,903180
85423261,903190
85423261,903210
85423261,903220
85423261,903281
85423261,903289
85423261,903290
85423261,903300
85423261,930510
85423261,930520
85423261,930591
85423261,930599
85423261,930621
85423261,930629
85423261,930630
85423261,930690
85423261,950420
85423261,950430
85423261,950440
85423261,950450
85423261,950490
85423269,842211
85423269,842219
85423269,842220
85423269,842230
85423269,842240
85423269,842290
85423269,843110
85423269,843120
85423269,843131
85423269,843139
85423269,843141
85423269,843142
85423269,843143
85423269,843149
85423269,844311
85423269,844312
85423269,844313
85423269,844314
85423269,844315
85423269,844316
85423269,844317
85423269,844319
85423269,844331
85423269,844332
85423269,844339
85423269,844391
85423269,844399
85423269,845011
85423269,845012
85423269,845019
85423269,845020
85423269,845090
85423269,846610
85423269,846620
85423269,846630
85423269,846691
85423269,846692
85423269,846693
85423269,846694
85423269,847310
85423269,847321
85423269,847329
85423269,847330
85423269,847340
85423269,847350
85423269,847621
85423269,847629
85423269,847681
85423269,847689
85423269,847690
85423269,850410
85423269,850421
85423269,850422
85423269,850423
85423269,850431
85423269,850432
85423269,850433
85423269,850434
85423269,850440
85423269,850450
85423269,850490
85423269,851711
85423269,851712
85423269,851718
85423269,851761
85423269,851762
85423269,851769
85423269,851770
85423269,851810
85423269,851821
85423269,851822
85423269,851829
85423269,851830
85423269,851840
85423269,851850
85423269,851890
85423269,852210
85423269,852290
85423269,852910
85423269,852990
85423269,853010
85423269,853080
85423269,853090
85423269,853110
85423269,853120
85423269,853180
85423269,853190
85423269,853510
85423269,853521
85423269,853529
85423269,853530
85423269,853540
85423269,853590
85423269,853610
85423269,853620
85423269,853630
85423269,853641
85423269,853649
85423269,853650
85423269,853661
85423269,853669
85423269,853670
85423269,853690
85423269,853710
85423269,853720
85423269,853810
85423269,853890
85423269,854232
85423269,854310
85423269,854320
85423269,854330
85423269,854370
85423269,854390
85423269,854810
85423269,854890
85423269,902511
85423269,902519
85423269,902580
85423269,902590
85423269,902610
85423269,902620
85423269,902680
85423269,902690
85423269,903010
85423269,903020
85423269,903031
85423269,903032
85423269,903033
